Time - Dev2/ai0,Temperature - Dev2/ai0
11:34:49 AM,11.7
11:34:49 AM,11.1
11:34:49 AM,12.1
11:34:49 AM,12.2
11:34:49 AM,11.6
11:34:49 AM,11.9
11:34:49 AM,11
11:34:50 AM,12.2
11:34:50 AM,12.4
11:34:50 AM,11.8
11:34:50 AM,11.5
11:34:50 AM,11.5
11:34:50 AM,11.5
11:34:50 AM,11
11:34:50 AM,11.8
11:34:50 AM,11.4
11:34:50 AM,9.7
11:34:51 AM,11.6
11:34:51 AM,10.4
11:34:51 AM,11
11:34:51 AM,10.6
11:34:51 AM,9.6
11:34:51 AM,10.7
11:34:51 AM,10.7
11:34:51 AM,10.4
11:34:51 AM,11.1
11:34:51 AM,10.9
11:34:52 AM,9.5
11:34:52 AM,9.8
11:34:52 AM,10
11:34:52 AM,10
11:34:52 AM,9.7
11:34:52 AM,10.2
11:34:52 AM,8.7
11:34:52 AM,9.3
11:34:52 AM,9
11:34:52 AM,8.5
11:34:53 AM,8.6
11:34:53 AM,8.9
11:34:53 AM,8.2
11:34:53 AM,10
11:34:53 AM,10
11:34:53 AM,8.9
11:34:53 AM,9.8
11:34:53 AM,8.8
11:34:53 AM,9
11:34:53 AM,9
11:34:54 AM,9.8
11:34:54 AM,9
11:34:54 AM,8.9
11:34:54 AM,9.3
11:34:54 AM,8.9
11:34:54 AM,8.9
11:34:54 AM,8.9
11:34:54 AM,9
11:34:54 AM,9.3
11:34:54 AM,8
11:34:55 AM,8.3
11:34:55 AM,8.5
11:34:55 AM,7.5
11:34:55 AM,7.8
11:34:55 AM,7.9
11:34:55 AM,7.7
11:34:55 AM,7.7
11:34:55 AM,7.7
11:34:55 AM,7.7
11:34:55 AM,6.6
11:34:56 AM,7.7
11:34:56 AM,7.2
11:34:56 AM,8.5
11:34:56 AM,8.2
11:34:56 AM,7.3
11:34:56 AM,6.5
11:34:56 AM,7.2
11:34:56 AM,7.7
11:34:56 AM,6.9
11:34:56 AM,7.2
11:34:57 AM,7.7
11:34:57 AM,7.8
11:34:57 AM,7.2
11:34:57 AM,8
11:34:57 AM,7.6
11:34:57 AM,7.3
11:34:57 AM,7.1
11:34:57 AM,6.4
11:34:57 AM,7.3
11:34:57 AM,7.2
11:34:58 AM,8.4
11:34:58 AM,7.9
11:34:58 AM,7.2
11:34:58 AM,6.9
11:34:58 AM,6.9
11:34:58 AM,7.1
11:34:58 AM,6.4
11:34:58 AM,7.7
11:34:58 AM,8.2
11:34:58 AM,6
11:34:59 AM,7.3
11:34:59 AM,7
11:34:59 AM,7.2
11:34:59 AM,6.2
11:34:59 AM,6
11:34:59 AM,6.9
11:34:59 AM,6.1
11:34:59 AM,5.4
11:34:59 AM,5.9
11:34:59 AM,5.5
11:35:00 AM,6
11:35:00 AM,6.2
11:35:00 AM,6.2
11:35:00 AM,5.7
11:35:00 AM,6
11:35:00 AM,6.1
11:35:00 AM,5.9
11:35:00 AM,6.2
11:35:00 AM,5.8
11:35:00 AM,5.9
11:35:01 AM,6.2
11:35:01 AM,4.8
11:35:01 AM,5.3
11:35:01 AM,4.7
11:35:01 AM,6.2
11:35:01 AM,6
11:35:01 AM,5
11:35:01 AM,6.2
11:35:01 AM,6.3
11:35:01 AM,5.2
11:35:02 AM,6
11:35:02 AM,7.9
11:35:02 AM,5.6
11:35:02 AM,6.5
11:35:02 AM,7.7
11:35:02 AM,5.6
11:35:02 AM,5.2
11:35:02 AM,5.7
11:35:02 AM,5.2
11:35:02 AM,4.7
11:35:03 AM,4.8
11:35:03 AM,4.9
11:35:03 AM,5.1
11:35:03 AM,4.7
11:35:03 AM,4.4
11:35:03 AM,5.2
11:35:03 AM,4.9
11:35:03 AM,4.8
11:35:03 AM,4.8
11:35:03 AM,4.4
11:35:04 AM,4.4
11:35:04 AM,3.8
11:35:04 AM,5.2
11:35:04 AM,4.8
11:35:04 AM,4.4
11:35:04 AM,4.4
11:35:04 AM,3.5
11:35:04 AM,4.5
11:35:04 AM,4.3
11:35:04 AM,3.3
11:35:05 AM,4.4
11:35:05 AM,4.4
11:35:05 AM,4.7
11:35:05 AM,4.1
11:35:05 AM,4.4
11:35:05 AM,3.7
11:35:05 AM,3.8
11:35:05 AM,3.7
11:35:05 AM,3.5
11:35:05 AM,3.8
11:35:06 AM,4.4
11:35:06 AM,5.1
11:35:06 AM,4.2
11:35:06 AM,4.9
11:35:06 AM,4.7
11:35:06 AM,4.5
11:35:06 AM,4.1
11:35:06 AM,4.3
11:35:06 AM,4.4
11:35:06 AM,4.2
11:35:07 AM,4.3
11:35:07 AM,3.9
11:35:07 AM,3.6
11:35:07 AM,3.5
11:35:07 AM,4.2
11:35:07 AM,3.7
11:35:07 AM,4
11:35:07 AM,3.3
11:35:07 AM,3.5
11:35:07 AM,3.8
11:35:08 AM,3.1
11:35:08 AM,2.4
11:35:08 AM,2.7
11:35:08 AM,3.5
11:35:08 AM,3.2
11:35:08 AM,2.9
11:35:08 AM,3.5
11:35:08 AM,3.3
11:35:08 AM,3.1
11:35:08 AM,2.7
11:35:09 AM,2.7
11:35:09 AM,2.8
11:35:09 AM,2.7
11:35:09 AM,3.6
11:35:09 AM,3
11:35:09 AM,3.1
11:35:09 AM,3.5
11:35:09 AM,3.3
11:35:09 AM,2.7
11:35:09 AM,2.7
11:35:10 AM,3.5
11:35:10 AM,3.1
11:35:10 AM,2.8
11:35:10 AM,3.5
11:35:10 AM,3.1
11:35:10 AM,3.3
11:35:10 AM,3.5
11:35:10 AM,3.3
11:35:10 AM,3.1
11:35:10 AM,3.5
11:35:11 AM,2.9
11:35:11 AM,2.3
11:35:11 AM,3
11:35:11 AM,2.7
11:35:11 AM,2.7
11:35:11 AM,2.6
11:35:11 AM,3.9
11:35:11 AM,2.3
11:35:11 AM,2.7
11:35:11 AM,1.7
11:35:12 AM,2.2
11:35:12 AM,2.6
11:35:12 AM,3.1
11:35:12 AM,2.3
11:35:12 AM,2.6
11:35:12 AM,1.9
11:35:12 AM,1.8
11:35:12 AM,2.4
11:35:12 AM,1.6
11:35:12 AM,1.2
11:35:13 AM,2
11:35:13 AM,1.6
11:35:13 AM,1.6
11:35:13 AM,3.1
11:35:13 AM,1.8
11:35:13 AM,2.5
11:35:13 AM,1.2
11:35:13 AM,2.2
11:35:13 AM,2.4
11:35:13 AM,2.4
11:35:14 AM,1.6
11:35:14 AM,1.5
11:35:14 AM,2.4
11:35:14 AM,2.7
11:35:14 AM,2
11:35:14 AM,2.4
11:35:14 AM,2.7
11:35:14 AM,2.7
11:35:14 AM,2
11:35:14 AM,3.6
11:35:15 AM,2.7
